1,77
2,26
3,83
4,18
5,63
6,66
7,10
8,65
9,40
10,3
11,23
12,82
13,86
14,21
15,48
16,53
17,34
18,99
19,85
20,76
21,71
22,30
23,98
24,33
25,100
26,22
27,12
28,62
29,90
30,97
31,72
32,46
33,8
34,31
35,29
36,49
37,79
38,42
39,64
40,59
41,7
42,17
43,58
44,41
45,19
46,84
47,56
48,73
49,88
50,37
51,68
52,24
53,15
54,38
55,11
56,96
57,74
58,43
59,94
60,28
61,36
62,1
63,57
64,67
65,47
66,50
67,2
68,32
69,80
70,61
71,35
72,16
73,25
74,13
75,45
76,89
77,52
78,9
79,55
80,5
81,95
82,78
83,6
84,39
85,92
86,27
87,60
88,20
89,93
90,70
91,69
92,51
93,91
94,14
95,44
96,87
97,75
98,4
99,81
100,54
