1,97
2,46
3,84
4,82
5,28
6,33
7,77
8,90
9,14
10,7
11,80
12,51
13,27
14,36
15,12
16,66
17,75
18,81
19,57
20,26
21,58
22,95
23,16
24,20
25,68
26,88
27,2
28,83
29,49
30,9
31,44
32,15
33,74
34,94
35,72
36,47
37,92
38,42
39,21
40,55
41,60
42,64
43,48
44,24
45,3
46,22
47,40
48,6
49,69
50,11
51,23
52,100
53,70
54,39
55,61
56,35
57,65
58,38
59,89
60,1
61,67
62,31
63,96
64,8
65,93
66,54
67,45
68,32
69,63
70,4
71,71
72,91
73,99
74,98
75,62
76,85
77,37
78,50
79,29
80,53
81,78
82,76
83,5
84,30
85,87
86,41
87,25
88,52
89,79
90,19
91,17
92,56
93,18
94,43
95,86
96,13
97,34
98,10
99,59
100,73
