1,26
2,37
3,67
4,38
5,66
6,34
7,90
8,61
9,99
10,39
11,22
12,86
13,42
14,84
15,95
16,49
17,51
18,11
19,68
20,58
21,7
22,65
23,85
24,60
25,30
26,64
27,63
28,82
29,1
30,45
31,16
32,62
33,80
34,87
35,40
36,12
37,41
38,33
39,2
40,31
41,93
42,52
43,94
44,46
45,23
46,21
47,18
48,92
49,17
50,3
51,43
52,4
53,9
54,74
55,88
56,24
57,20
58,97
59,100
60,14
61,76
62,55
63,96
64,72
65,6
66,28
67,57
68,81
69,70
70,69
71,83
72,91
73,19
74,78
75,35
76,29
77,27
78,79
79,71
80,75
81,32
82,25
83,15
84,89
85,53
86,50
87,56
88,77
89,10
90,54
91,5
92,13
93,73
94,36
95,44
96,8
97,47
98,59
99,48
100,98
