1,27
2,98
3,26
4,94
5,96
6,86
7,87
8,92
9,31
10,36
11,30
12,40
13,71
14,68
15,23
16,10
17,82
18,64
19,41
20,25
21,90
22,43
23,81
24,60
25,4
26,100
27,58
28,49
29,83
30,77
31,39
32,78
33,35
34,13
35,34
36,18
37,65
38,15
39,11
40,51
41,89
42,32
43,19
44,9
45,85
46,37
47,45
48,28
49,63
50,38
51,42
52,76
53,21
54,97
55,3
56,14
57,84
58,46
59,16
60,17
61,6
62,74
63,99
64,73
65,48
66,7
67,57
68,55
69,95
70,66
71,22
72,47
73,29
74,50
75,75
76,80
77,8
78,69
79,59
80,62
81,44
82,54
83,52
84,53
85,2
86,24
87,93
88,72
89,33
90,67
91,56
92,91
93,88
94,1
95,5
96,12
97,70
98,20
99,61
100,79
