1,31
2,2
3,40
4,32
5,36
6,61
7,87
8,65
9,5
10,58
11,48
12,14
13,42
14,9
15,16
16,93
17,81
18,66
19,50
20,60
21,71
22,25
23,73
24,10
25,52
26,84
27,3
28,24
29,100
30,78
31,68
32,54
33,38
34,22
35,4
36,67
37,17
38,89
39,21
40,49
41,97
42,46
43,99
44,35
45,85
46,83
47,37
48,72
49,45
50,94
51,27
52,29
53,96
54,90
55,92
56,12
57,34
58,15
59,69
60,59
61,11
62,1
63,44
64,18
65,19
66,82
67,51
68,56
69,95
70,41
71,86
72,98
73,39
74,47
75,77
76,33
77,75
78,43
79,53
80,13
81,57
82,64
83,76
84,26
85,63
86,55
87,28
88,91
89,7
90,88
91,23
92,62
93,30
94,8
95,6
96,79
97,70
98,20
99,80
100,74
