1,74
2,16
3,72
4,82
5,83
6,28
7,51
8,43
9,1
10,100
11,65
12,60
13,76
14,33
15,81
16,4
17,41
18,31
19,13
20,26
21,96
22,21
23,93
24,39
25,68
26,99
27,12
28,53
29,46
30,23
31,84
32,77
33,58
34,27
35,54
36,85
37,56
38,55
39,36
40,78
41,94
42,11
43,70
44,91
45,97
46,75
47,47
48,92
49,38
50,59
51,2
52,5
53,30
54,24
55,69
56,98
57,45
58,89
59,9
60,50
61,17
62,15
63,6
64,14
65,3
66,62
67,34
68,20
69,88
70,90
71,29
72,86
73,80
74,79
75,37
76,10
77,73
78,40
79,63
80,95
81,18
82,66
83,57
84,8
85,35
86,42
87,44
88,67
89,49
90,19
91,7
92,61
93,71
94,48
95,52
96,87
97,32
98,64
99,25
100,22
