1,99
2,32
3,40
4,22
5,34
6,92
7,91
8,35
9,6
10,55
11,3
12,96
13,68
14,16
15,69
16,11
17,54
18,30
19,45
20,77
21,60
22,74
23,78
24,72
25,62
26,70
27,51
28,33
29,7
30,86
31,38
32,100
33,58
34,76
35,81
36,89
37,42
38,28
39,17
40,41
41,47
42,98
43,80
44,14
45,46
46,56
47,63
48,93
49,8
50,67
51,84
52,90
53,97
54,83
55,59
56,79
57,5
58,48
59,53
60,29
61,21
62,25
63,52
64,37
65,64
66,31
67,49
68,27
69,61
70,88
71,50
72,87
73,26
74,43
75,94
76,19
77,44
78,15
79,73
80,1
81,36
82,82
83,71
84,23
85,65
86,2
87,4
88,18
89,85
90,75
91,24
92,95
93,39
94,13
95,9
96,66
97,20
98,57
99,10
100,12
