1,100
2,62
3,57
4,30
5,1
6,63
7,84
8,85
9,20
10,73
11,95
12,71
13,64
14,34
15,74
16,89
17,44
18,98
19,94
20,9
21,52
22,15
23,55
24,24
25,16
26,40
27,60
28,21
29,92
30,42
31,8
32,6
33,5
34,68
35,58
36,31
37,78
38,53
39,81
40,33
41,36
42,18
43,66
44,41
45,38
46,65
47,70
48,29
49,4
50,37
51,75
52,51
53,17
54,43
55,90
56,76
57,93
58,59
59,91
60,26
61,12
62,61
63,47
64,13
65,79
66,69
67,46
68,7
69,32
70,88
71,23
72,3
73,35
74,10
75,99
76,49
77,77
78,96
79,67
80,28
81,82
82,22
83,48
84,56
85,45
86,50
87,19
88,14
89,25
90,54
91,86
92,97
93,83
94,11
95,2
96,27
97,80
98,39
99,87
100,72
